Befolkning,Alder,Alternativ,År
582487,10-19 år,Hovedalternativ (MMM),2099
1314551,20-39 år,Hovedalternativ (MMM),2099
1390033,40-59 år,Hovedalternativ (MMM),2099
697583,60-69 år,Hovedalternativ (MMM),2099
645959,70-79 år,Hovedalternativ (MMM),2099
999294,80 år eller eldre,Hovedalternativ (MMM),2099
565492,0-9 år,Hovedalternativ (MMM),2100
581573,10-19 år,Hovedalternativ (MMM),2100
1314773,20-39 år,Hovedalternativ (MMM),2100
1386102,40-59 år,Hovedalternativ (MMM),2100
700465,60-69 år,Hovedalternativ (MMM),2100
648255,70-79 år,Hovedalternativ (MMM),2100
998672,80 år eller eldre,Hovedalternativ (MMM),2100
587714,0-9 år,Lav nasjonal vekst (LLL),2022
647020,10-19 år,Lav nasjonal vekst (LLL),2022
1450705,20-39 år,Lav nasjonal vekst (LLL),2022
1439092,40-59 år,Lav nasjonal vekst (LLL),2022
596118,60-69 år,Lav nasjonal vekst (LLL),2022
464328,70-79 år,Lav nasjonal vekst (LLL),2022
240293,80 år eller eldre,Lav nasjonal vekst (LLL),2022
574350,0-9 år,Lav nasjonal vekst (LLL),2023
651527,10-19 år,Lav nasjonal vekst (LLL),2023
1457182,20-39 år,Lav nasjonal vekst (LLL),2023
1444585,40-59 år,Lav nasjonal vekst (LLL),2023
602210,60-69 år,Lav nasjonal vekst (LLL),2023
475955,70-79 år,Lav nasjonal vekst (LLL),2023
247558,80 år eller eldre,Lav nasjonal vekst (LLL),2023
560990,0-9 år,Lav nasjonal vekst (LLL),2024
650668,10-19 år,Lav nasjonal vekst (LLL),2024
1455085,20-39 år,Lav nasjonal vekst (LLL),2024
1446041,40-59 år,Lav nasjonal vekst (LLL),2024
608952,60-69 år,Lav nasjonal vekst (LLL),2024
485323,70-79 år,Lav nasjonal vekst (LLL),2024
257099,80 år eller eldre,Lav nasjonal vekst (LLL),2024
547922,0-9 år,Lav nasjonal vekst (LLL),2025
648880,10-19 år,Lav nasjonal vekst (LLL),2025
1452509,20-39 år,Lav nasjonal vekst (LLL),2025
1444977,40-59 år,Lav nasjonal vekst (LLL),2025
617871,60-69 år,Lav nasjonal vekst (LLL),2025
490765,70-79 år,Lav nasjonal vekst (LLL),2025
270571,80 år eller eldre,Lav nasjonal vekst (LLL),2025
535097,0-9 år,Lav nasjonal vekst (LLL),2026
646705,10-19 år,Lav nasjonal vekst (LLL),2026
1449259,20-39 år,Lav nasjonal vekst (LLL),2026
1443826,40-59 år,Lav nasjonal vekst (LLL),2026
626899,60-69 år,Lav nasjonal vekst (LLL),2026
495684,70-79 år,Lav nasjonal vekst (LLL),2026
284944,80 år eller eldre,Lav nasjonal vekst (LLL),2026
522267,0-9 år,Lav nasjonal vekst (LLL),2027
642611,10-19 år,Lav nasjonal vekst (LLL),2027
1446443,20-39 år,Lav nasjonal vekst (LLL),2027
1442823,40-59 år,Lav nasjonal vekst (LLL),2027
635625,60-69 år,Lav nasjonal vekst (LLL),2027
496990,70-79 år,Lav nasjonal vekst (LLL),2027
303581,80 år eller eldre,Lav nasjonal vekst (LLL),2027
511842,0-9 år,Lav nasjonal vekst (LLL),2028
636202,10-19 år,Lav nasjonal vekst (LLL),2028
1442938,20-39 år,Lav nasjonal vekst (LLL),2028
1441959,40-59 år,Lav nasjonal vekst (LLL),2028
645454,60-69 år,Lav nasjonal vekst (LLL),2028
499268,70-79 år,Lav nasjonal vekst (LLL),2028
319864,80 år eller eldre,Lav nasjonal vekst (LLL),2028
502865,0-9 år,Lav nasjonal vekst (LLL),2029
626338,10-19 år,Lav nasjonal vekst (LLL),2029
1438426,20-39 år,Lav nasjonal vekst (LLL),2029
1442104,40-59 år,Lav nasjonal vekst (LLL),2029
655954,60-69 år,Lav nasjonal vekst (LLL),2029
503830,70-79 år,Lav nasjonal vekst (LLL),2029
334309,80 år eller eldre,Lav nasjonal vekst (LLL),2029
494197,0-9 år,Lav nasjonal vekst (LLL),2030
615049,10-19 år,Lav nasjonal vekst (LLL),2030
1433993,20-39 år,Lav nasjonal vekst (LLL),2030
1442303,40-59 år,Lav nasjonal vekst (LLL),2030
666612,60-69 år,Lav nasjonal vekst (LLL),2030
509545,70-79 år,Lav nasjonal vekst (LLL),2030
347291,80 år eller eldre,Lav nasjonal vekst (LLL),2030
486877,0-9 år,Lav nasjonal vekst (LLL),2031
603254,10-19 år,Lav nasjonal vekst (LLL),2031
1427311,20-39 år,Lav nasjonal vekst (LLL),2031
1445175,40-59 år,Lav nasjonal vekst (LLL),2031
675799,60-69 år,Lav nasjonal vekst (LLL),2031
515260,70-79 år,Lav nasjonal vekst (LLL),2031
359293,80 år eller eldre,Lav nasjonal vekst (LLL),2031
476249,0-9 år,Lav nasjonal vekst (LLL),2032
596281,10-19 år,Lav nasjonal vekst (LLL),2032
1419707,20-39 år,Lav nasjonal vekst (LLL),2032
1446349,40-59 år,Lav nasjonal vekst (LLL),2032
685127,60-69 år,Lav nasjonal vekst (LLL),2032
522370,70-79 år,Lav nasjonal vekst (LLL),2032
369549,80 år eller eldre,Lav nasjonal vekst (LLL),2032
473898,0-9 år,Lav nasjonal vekst (LLL),2033
581446,10-19 år,Lav nasjonal vekst (LLL),2033
1412533,20-39 år,Lav nasjonal vekst (LLL),2033
1446655,40-59 år,Lav nasjonal vekst (LLL),2033
693464,60-69 år,Lav nasjonal vekst (LLL),2033
528330,70-79 år,Lav nasjonal vekst (LLL),2033
380859,80 år eller eldre,Lav nasjonal vekst (LLL),2033
471101,0-9 år,Lav nasjonal vekst (LLL),2034
568744,10-19 år,Lav nasjonal vekst (LLL),2034
1404688,20-39 år,Lav nasjonal vekst (LLL),2034
1448165,40-59 år,Lav nasjonal vekst (LLL),2034
697977,60-69 år,Lav nasjonal vekst (LLL),2034
535197,70-79 år,Lav nasjonal vekst (LLL),2034
391833,80 år eller eldre,Lav nasjonal vekst (LLL),2034
468161,0-9 år,Lav nasjonal vekst (LLL),2035
556401,10-19 år,Lav nasjonal vekst (LLL),2035
1396910,20-39 år,Lav nasjonal vekst (LLL),2035
1449371,40-59 år,Lav nasjonal vekst (LLL),2035
699747,60-69 år,Lav nasjonal vekst (LLL),2035
544050,70-79 år,Lav nasjonal vekst (LLL),2035
402370,80 år eller eldre,Lav nasjonal vekst (LLL),2035
465357,0-9 år,Lav nasjonal vekst (LLL),2036
544299,10-19 år,Lav nasjonal vekst (LLL),2036
1388516,20-39 år,Lav nasjonal vekst (LLL),2036
1453425,40-59 år,Lav nasjonal vekst (LLL),2036
697639,60-69 år,Lav nasjonal vekst (LLL),2036
553045,70-79 år,Lav nasjonal vekst (LLL),2036
412756,80 år eller eldre,Lav nasjonal vekst (LLL),2036
462724,0-9 år,Lav nasjonal vekst (LLL),2037
532181,10-19 år,Lav nasjonal vekst (LLL),2037
1379579,20-39 år,Lav nasjonal vekst (LLL),2037
1459668,40-59 år,Lav nasjonal vekst (LLL),2037
692610,60-69 år,Lav nasjonal vekst (LLL),2037
561878,70-79 år,Lav nasjonal vekst (LLL),2037
423405,80 år eller eldre,Lav nasjonal vekst (LLL),2037
460275,0-9 år,Lav nasjonal vekst (LLL),2038
522384,10-19 år,Lav nasjonal vekst (LLL),2038
1369600,20-39 år,Lav nasjonal vekst (LLL),2038
1465773,40-59 år,Lav nasjonal vekst (LLL),2038
685672,60-69 år,Lav nasjonal vekst (LLL),2038
571608,70-79 år,Lav nasjonal vekst (LLL),2038
432660,80 år eller eldre,Lav nasjonal vekst (LLL),2038
458060,0-9 år,Lav nasjonal vekst (LLL),2039
513938,10-19 år,Lav nasjonal vekst (LLL),2039
1359494,20-39 år,Lav nasjonal vekst (LLL),2039
1468667,40-59 år,Lav nasjonal vekst (LLL),2039
678591,60-69 år,Lav nasjonal vekst (LLL),2039
581999,70-79 år,Lav nasjonal vekst (LLL),2039
442044,80 år eller eldre,Lav nasjonal vekst (LLL),2039
456089,0-9 år,Lav nasjonal vekst (LLL),2040
505734,10-19 år,Lav nasjonal vekst (LLL),2040
1348278,20-39 år,Lav nasjonal vekst (LLL),2040
1471691,40-59 år,Lav nasjonal vekst (LLL),2040
671271,60-69 år,Lav nasjonal vekst (LLL),2040
592532,70-79 år,Lav nasjonal vekst (LLL),2040
451145,80 år eller eldre,Lav nasjonal vekst (LLL),2040
454241,0-9 år,Lav nasjonal vekst (LLL),2041
498781,10-19 år,Lav nasjonal vekst (LLL),2041
1335681,20-39 år,Lav nasjonal vekst (LLL),2041
1473586,40-59 år,Lav nasjonal vekst (LLL),2041
666426,60-69 år,Lav nasjonal vekst (LLL),2041
601580,70-79 år,Lav nasjonal vekst (LLL),2041
459643,80 år eller eldre,Lav nasjonal vekst (LLL),2041
452447,0-9 år,Lav nasjonal vekst (LLL),2042
488539,10-19 år,Lav nasjonal vekst (LLL),2042
1328651,20-39 år,Lav nasjonal vekst (LLL),2042
1473607,40-59 år,Lav nasjonal vekst (LLL),2042
660100,60-69 år,Lav nasjonal vekst (LLL),2042
610759,70-79 år,Lav nasjonal vekst (LLL),2042
468037,80 år eller eldre,Lav nasjonal vekst (LLL),2042
450591,0-9 år,Lav nasjonal vekst (LLL),2043
486304,10-19 år,Lav nasjonal vekst (LLL),2043
1314658,20-39 år,Lav nasjonal vekst (LLL),2043
1470947,40-59 år,Lav nasjonal vekst (LLL),2043
655275,60-69 år,Lav nasjonal vekst (LLL),2043
618969,70-79 år,Lav nasjonal vekst (LLL),2043
476583,80 år eller eldre,Lav nasjonal vekst (LLL),2043
448591,0-9 år,Lav nasjonal vekst (LLL),2044
483615,10-19 år,Lav nasjonal vekst (LLL),2044
1299941,20-39 år,Lav nasjonal vekst (LLL),2044
1469679,40-59 år,Lav nasjonal vekst (LLL),2044
652264,60-69 år,Lav nasjonal vekst (LLL),2044
623678,70-79 år,Lav nasjonal vekst (LLL),2044
486134,80 år eller eldre,Lav nasjonal vekst (LLL),2044
446379,0-9 år,Lav nasjonal vekst (LLL),2045
480749,10-19 år,Lav nasjonal vekst (LLL),2045
1284810,20-39 år,Lav nasjonal vekst (LLL),2045
1468381,40-59 år,Lav nasjonal vekst (LLL),2045
649898,60-69 år,Lav nasjonal vekst (LLL),2045
625970,70-79 år,Lav nasjonal vekst (LLL),2045
497273,80 år eller eldre,Lav nasjonal vekst (LLL),2045
443815,0-9 år,Lav nasjonal vekst (LLL),2046
477994,10-19 år,Lav nasjonal vekst (LLL),2046
1269617,20-39 år,Lav nasjonal vekst (LLL),2046
1465940,40-59 år,Lav nasjonal vekst (LLL),2046
651115,60-69 år,Lav nasjonal vekst (LLL),2046
624756,70-79 år,Lav nasjonal vekst (LLL),2046
508911,80 år eller eldre,Lav nasjonal vekst (LLL),2046
440827,0-9 år,Lav nasjonal vekst (LLL),2047
475375,10-19 år,Lav nasjonal vekst (LLL),2047
1252699,20-39 år,Lav nasjonal vekst (LLL),2047
1463730,40-59 år,Lav nasjonal vekst (LLL),2047
655389,60-69 år,Lav nasjonal vekst (LLL),2047
620862,70-79 år,Lav nasjonal vekst (LLL),2047
521070,80 år eller eldre,Lav nasjonal vekst (LLL),2047
437366,0-9 år,Lav nasjonal vekst (LLL),2048
472923,10-19 år,Lav nasjonal vekst (LLL),2048
1235854,20-39 år,Lav nasjonal vekst (LLL),2048
1460523,40-59 år,Lav nasjonal vekst (LLL),2048
661705,60-69 år,Lav nasjonal vekst (LLL),2048
615145,70-79 år,Lav nasjonal vekst (LLL),2048
532983,80 år eller eldre,Lav nasjonal vekst (LLL),2048
433422,0-9 år,Lav nasjonal vekst (LLL),2049
470678,10-19 år,Lav nasjonal vekst (LLL),2049
1217157,20-39 år,Lav nasjonal vekst (LLL),2049
1455967,40-59 år,Lav nasjonal vekst (LLL),2049
669355,60-69 år,Lav nasjonal vekst (LLL),2049
609466,70-79 år,Lav nasjonal vekst (LLL),2049
545985,80 år eller eldre,Lav nasjonal vekst (LLL),2049
428960,0-9 år,Lav nasjonal vekst (LLL),2050
468653,10-19 år,Lav nasjonal vekst (LLL),2050
1197409,20-39 år,Lav nasjonal vekst (LLL),2050
1451314,40-59 år,Lav nasjonal vekst (LLL),2050
677463,60-69 år,Lav nasjonal vekst (LLL),2050
603682,70-79 år,Lav nasjonal vekst (LLL),2050
558973,80 år eller eldre,Lav nasjonal vekst (LLL),2050
424035,0-9 år,Lav nasjonal vekst (LLL),2051
466737,10-19 år,Lav nasjonal vekst (LLL),2051
1178410,20-39 år,Lav nasjonal vekst (LLL),2051
1444401,40-59 år,Lav nasjonal vekst (LLL),2051
685900,60-69 år,Lav nasjonal vekst (LLL),2051
600111,70-79 år,Lav nasjonal vekst (LLL),2051
570357,80 år eller eldre,Lav nasjonal vekst (LLL),2051
418687,0-9 år,Lav nasjonal vekst (LLL),2052
464872,10-19 år,Lav nasjonal vekst (LLL),2052
1160776,20-39 år,Lav nasjonal vekst (LLL),2052
1436586,40-59 år,Lav nasjonal vekst (LLL),2052
694214,60-69 år,Lav nasjonal vekst (LLL),2052
595281,70-79 år,Lav nasjonal vekst (LLL),2052
581803,80 år eller eldre,Lav nasjonal vekst (LLL),2052
413014,0-9 år,Lav nasjonal vekst (LLL),2053
462940,10-19 år,Lav nasjonal vekst (LLL),2053
1143500,20-39 år,Lav nasjonal vekst (LLL),2053
1429127,40-59 år,Lav nasjonal vekst (LLL),2053
700303,60-69 år,Lav nasjonal vekst (LLL),2053
591845,70-79 år,Lav nasjonal vekst (LLL),2053
592696,80 år eller eldre,Lav nasjonal vekst (LLL),2053
407076,0-9 år,Lav nasjonal vekst (LLL),2054
460872,10-19 år,Lav nasjonal vekst (LLL),2054
1127782,20-39 år,Lav nasjonal vekst (LLL),2054
1420978,40-59 år,Lav nasjonal vekst (LLL),2054
705776,60-69 år,Lav nasjonal vekst (LLL),2054
589963,70-79 år,Lav nasjonal vekst (LLL),2054
601010,80 år eller eldre,Lav nasjonal vekst (LLL),2054
400977,0-9 år,Lav nasjonal vekst (LLL),2055
458591,10-19 år,Lav nasjonal vekst (LLL),2055
1112254,20-39 år,Lav nasjonal vekst (LLL),2055
1412789,40-59 år,Lav nasjonal vekst (LLL),2055
710470,60-69 år,Lav nasjonal vekst (LLL),2055
588780,70-79 år,Lav nasjonal vekst (LLL),2055
608835,80 år eller eldre,Lav nasjonal vekst (LLL),2055
394826,0-9 år,Lav nasjonal vekst (LLL),2056
455957,10-19 år,Lav nasjonal vekst (LLL),2056
1097083,20-39 år,Lav nasjonal vekst (LLL),2056
1404069,40-59 år,Lav nasjonal vekst (LLL),2056
714353,60-69 år,Lav nasjonal vekst (LLL),2056
590805,70-79 år,Lav nasjonal vekst (LLL),2056
613882,80 år eller eldre,Lav nasjonal vekst (LLL),2056
388721,0-9 år,Lav nasjonal vekst (LLL),2057
452912,10-19 år,Lav nasjonal vekst (LLL),2057
1082046,20-39 år,Lav nasjonal vekst (LLL),2057
1394802,40-59 år,Lav nasjonal vekst (LLL),2057
717332,60-69 år,Lav nasjonal vekst (LLL),2057
595601,70-79 år,Lav nasjonal vekst (LLL),2057
617167,80 år eller eldre,Lav nasjonal vekst (LLL),2057
382740,0-9 år,Lav nasjonal vekst (LLL),2058
449400,10-19 år,Lav nasjonal vekst (LLL),2058
1069334,20-39 år,Lav nasjonal vekst (LLL),2058
1384574,40-59 år,Lav nasjonal vekst (LLL),2058
718121,60-69 år,Lav nasjonal vekst (LLL),2058
602232,70-79 år,Lav nasjonal vekst (LLL),2058
618460,80 år eller eldre,Lav nasjonal vekst (LLL),2058
376976,0-9 år,Lav nasjonal vekst (LLL),2059
445415,10-19 år,Lav nasjonal vekst (LLL),2059
1058085,20-39 år,Lav nasjonal vekst (LLL),2059
1374301,40-59 år,Lav nasjonal vekst (LLL),2059
714704,60-69 år,Lav nasjonal vekst (LLL),2059
610270,70-79 år,Lav nasjonal vekst (LLL),2059
620981,80 år eller eldre,Lav nasjonal vekst (LLL),2059
371502,0-9 år,Lav nasjonal vekst (LLL),2060
440916,10-19 år,Lav nasjonal vekst (LLL),2060
1047247,20-39 år,Lav nasjonal vekst (LLL),2060
1362980,40-59 år,Lav nasjonal vekst (LLL),2060
710986,60-69 år,Lav nasjonal vekst (LLL),2060
618737,70-79 år,Lav nasjonal vekst (LLL),2060
623394,80 år eller eldre,Lav nasjonal vekst (LLL),2060
366374,0-9 år,Lav nasjonal vekst (LLL),2061
435964,10-19 år,Lav nasjonal vekst (LLL),2061
1037660,20-39 år,Lav nasjonal vekst (LLL),2061
1350390,40-59 år,Lav nasjonal vekst (LLL),2061
705940,60-69 år,Lav nasjonal vekst (LLL),2061
627576,70-79 år,Lav nasjonal vekst (LLL),2061
626214,80 år eller eldre,Lav nasjonal vekst (LLL),2061
361627,0-9 år,Lav nasjonal vekst (LLL),2062
430598,10-19 år,Lav nasjonal vekst (LLL),2062
1025056,20-39 år,Lav nasjonal vekst (LLL),2062
1343049,40-59 år,Lav nasjonal vekst (LLL),2062
699120,60-69 år,Lav nasjonal vekst (LLL),2062
636302,70-79 år,Lav nasjonal vekst (LLL),2062
628697,80 år eller eldre,Lav nasjonal vekst (LLL),2062
357256,0-9 år,Lav nasjonal vekst (LLL),2063
424917,10-19 år,Lav nasjonal vekst (LLL),2063
1019820,20-39 år,Lav nasjonal vekst (LLL),2063
1329296,40-59 år,Lav nasjonal vekst (LLL),2063
691973,60-69 år,Lav nasjonal vekst (LLL),2063
642924,70-79 år,Lav nasjonal vekst (LLL),2063
631989,80 år eller eldre,Lav nasjonal vekst (LLL),2063
353297,0-9 år,Lav nasjonal vekst (LLL),2064
418971,10-19 år,Lav nasjonal vekst (LLL),2064
1014061,20-39 år,Lav nasjonal vekst (LLL),2064
1314855,40-59 år,Lav nasjonal vekst (LLL),2064
686692,60-69 år,Lav nasjonal vekst (LLL),2064
648887,70-79 år,Lav nasjonal vekst (LLL),2064
634618,80 år eller eldre,Lav nasjonal vekst (LLL),2064
349721,0-9 år,Lav nasjonal vekst (LLL),2065
412867,10-19 år,Lav nasjonal vekst (LLL),2065
1007961,20-39 år,Lav nasjonal vekst (LLL),2065
1300034,40-59 år,Lav nasjonal vekst (LLL),2065
682090,60-69 år,Lav nasjonal vekst (LLL),2065
654093,70-79 år,Lav nasjonal vekst (LLL),2065
637863,80 år eller eldre,Lav nasjonal vekst (LLL),2065
346498,0-9 år,Lav nasjonal vekst (LLL),2066
406710,10-19 år,Lav nasjonal vekst (LLL),2066
1001642,20-39 år,Lav nasjonal vekst (LLL),2066
1285172,40-59 år,Lav nasjonal vekst (LLL),2066
677241,60-69 år,Lav nasjonal vekst (LLL),2066
658530,70-79 år,Lav nasjonal vekst (LLL),2066
641930,80 år eller eldre,Lav nasjonal vekst (LLL),2066
343581,0-9 år,Lav nasjonal vekst (LLL),2067
400600,10-19 år,Lav nasjonal vekst (LLL),2067
995083,20-39 år,Lav nasjonal vekst (LLL),2067
1268693,40-59 år,Lav nasjonal vekst (LLL),2067
673508,60-69 år,Lav nasjonal vekst (LLL),2067
662123,70-79 år,Lav nasjonal vekst (LLL),2067
646971,80 år eller eldre,Lav nasjonal vekst (LLL),2067
340939,0-9 år,Lav nasjonal vekst (LLL),2068
394613,10-19 år,Lav nasjonal vekst (LLL),2068
988261,20-39 år,Lav nasjonal vekst (LLL),2068
1252294,40-59 år,Lav nasjonal vekst (LLL),2068
670855,60-69 år,Lav nasjonal vekst (LLL),2068
663637,70-79 år,Lav nasjonal vekst (LLL),2068
652982,80 år eller eldre,Lav nasjonal vekst (LLL),2068
338513,0-9 år,Lav nasjonal vekst (LLL),2069
388837,10-19 år,Lav nasjonal vekst (LLL),2069
981196,20-39 år,Lav nasjonal vekst (LLL),2069
1234120,40-59 år,Lav nasjonal vekst (LLL),2069
671100,60-69 år,Lav nasjonal vekst (LLL),2069
661276,70-79 år,Lav nasjonal vekst (LLL),2069
661632,80 år eller eldre,Lav nasjonal vekst (LLL),2069
336267,0-9 år,Lav nasjonal vekst (LLL),2070
383352,10-19 år,Lav nasjonal vekst (LLL),2070
973859,20-39 år,Lav nasjonal vekst (LLL),2070
1214942,40-59 år,Lav nasjonal vekst (LLL),2070
671533,60-69 år,Lav nasjonal vekst (LLL),2070
658641,70-79 år,Lav nasjonal vekst (LLL),2070
671062,80 år eller eldre,Lav nasjonal vekst (LLL),2070
334138,0-9 år,Lav nasjonal vekst (LLL),2071
378200,10-19 år,Lav nasjonal vekst (LLL),2071
966215,20-39 år,Lav nasjonal vekst (LLL),2071
1196494,40-59 år,Lav nasjonal vekst (LLL),2071
671121,60-69 år,Lav nasjonal vekst (LLL),2071
654857,70-79 år,Lav nasjonal vekst (LLL),2071
681882,80 år eller eldre,Lav nasjonal vekst (LLL),2071
332096,0-9 år,Lav nasjonal vekst (LLL),2072
373423,10-19 år,Lav nasjonal vekst (LLL),2072
958236,20-39 år,Lav nasjonal vekst (LLL),2072
1179316,40-59 år,Lav nasjonal vekst (LLL),2072
671486,60-69 år,Lav nasjonal vekst (LLL),2072
649315,70-79 år,Lav nasjonal vekst (LLL),2072
692127,80 år eller eldre,Lav nasjonal vekst (LLL),2072
330096,0-9 år,Lav nasjonal vekst (LLL),2073
369021,10-19 år,Lav nasjonal vekst (LLL),2073
949892,20-39 år,Lav nasjonal vekst (LLL),2073
1162452,40-59 år,Lav nasjonal vekst (LLL),2073
672458,60-69 år,Lav nasjonal vekst (LLL),2073
643405,70-79 år,Lav nasjonal vekst (LLL),2073
701655,80 år eller eldre,Lav nasjonal vekst (LLL),2073
328086,0-9 år,Lav nasjonal vekst (LLL),2074
365014,10-19 år,Lav nasjonal vekst (LLL),2074
941188,20-39 år,Lav nasjonal vekst (LLL),2074
1147060,40-59 år,Lav nasjonal vekst (LLL),2074
670895,60-69 år,Lav nasjonal vekst (LLL),2074
639294,70-79 år,Lav nasjonal vekst (LLL),2074
710374,80 år eller eldre,Lav nasjonal vekst (LLL),2074
326036,0-9 år,Lav nasjonal vekst (LLL),2075
361375,10-19 år,Lav nasjonal vekst (LLL),2075
932135,20-39 år,Lav nasjonal vekst (LLL),2075
1131854,40-59 år,Lav nasjonal vekst (LLL),2075
668624,60-69 år,Lav nasjonal vekst (LLL),2075
635675,70-79 år,Lav nasjonal vekst (LLL),2075
718369,80 år eller eldre,Lav nasjonal vekst (LLL),2075
323904,0-9 år,Lav nasjonal vekst (LLL),2076
358081,10-19 år,Lav nasjonal vekst (LLL),2076
922706,20-39 år,Lav nasjonal vekst (LLL),2076
1116978,40-59 år,Lav nasjonal vekst (LLL),2076
666076,60-69 år,Lav nasjonal vekst (LLL),2076
631861,70-79 år,Lav nasjonal vekst (LLL),2076
726491,80 år eller eldre,Lav nasjonal vekst (LLL),2076
321660,0-9 år,Lav nasjonal vekst (LLL),2077
355089,10-19 år,Lav nasjonal vekst (LLL),2077
912938,20-39 år,Lav nasjonal vekst (LLL),2077
1102209,40-59 år,Lav nasjonal vekst (LLL),2077
661977,60-69 år,Lav nasjonal vekst (LLL),2077
629154,70-79 år,Lav nasjonal vekst (LLL),2077
734746,80 år eller eldre,Lav nasjonal vekst (LLL),2077
319285,0-9 år,Lav nasjonal vekst (LLL),2078
352361,10-19 år,Lav nasjonal vekst (LLL),2078
902854,20-39 år,Lav nasjonal vekst (LLL),2078
1089696,40-59 år,Lav nasjonal vekst (LLL),2078
655867,60-69 år,Lav nasjonal vekst (LLL),2078
627408,70-79 år,Lav nasjonal vekst (LLL),2078
741341,80 år eller eldre,Lav nasjonal vekst (LLL),2078
316749,0-9 år,Lav nasjonal vekst (LLL),2079
349837,10-19 år,Lav nasjonal vekst (LLL),2079
892526,20-39 år,Lav nasjonal vekst (LLL),2079
1078565,40-59 år,Lav nasjonal vekst (LLL),2079
646858,60-69 år,Lav nasjonal vekst (LLL),2079
628390,70-79 år,Lav nasjonal vekst (LLL),2079
746039,80 år eller eldre,Lav nasjonal vekst (LLL),2079
314050,0-9 år,Lav nasjonal vekst (LLL),2080
347485,10-19 år,Lav nasjonal vekst (LLL),2080
882000,20-39 år,Lav nasjonal vekst (LLL),2080
1067824,40-59 år,Lav nasjonal vekst (LLL),2080
636657,60-69 år,Lav nasjonal vekst (LLL),2080
629614,70-79 år,Lav nasjonal vekst (LLL),2080
750870,80 år eller eldre,Lav nasjonal vekst (LLL),2080
